,Parent Category,Category,INDC Sector,INDC technology,Unconditional Target,Technology Needs,More information on INDC technology,TNA / TAP technology prioritised,More information of on TNA / TAP Technology,Actions / project ideas,Country,Valid?
3475,MITIGATION,Transport,Vehicle and fuel technologies,ELECTRIC VEHICLES,0,"Intriduce electric buses, electric cars and 1000 electric bikes in the counrty.",0,"#2 in Energy sector
 
 #3 in Energy sector","Battery electric vehicles: there is a need for battery electric vehicle recharging infrastructure as well as the vehicles.
 
 Solar electric boats: single handed low voltage vessels that can be designed to follow the sun or designed to meet the usage. Local manpower to operate the boats can be made available.",0,Vanuatu,1
3476,MITIGATION,Transport,Vehicle and fuel technologies,VEHICLE EMISSION STANDARDS,0,Implement vehicle emissions and mileage standards by 2030.,0,0,0,0,Vanuatu,1
3477,MITIGATION,Energy efficiency,Undefined,UNDEFINED,0,"Incorporate a 13% electricity sector saving through energy efficiency.
 
 Incorporate a 5% improvement in energy efficiency in commercial and residential sectors.",0,0,0,0,Vanuatu,1
3478,MITIGATION,Energy efficiency,Appliances and equipment,IMPROVED COOK STOVES,0,Attain a 14% improvement in biomass end use efficiency (cooking and drying) by 2030.,0,#1 in Energy sector,Efficienct cookstoves are prevelant in Vanuatu but their uptake can be sped up by communicating with the residents.,0,Vanuatu,1
3479,MITIGATION,Energy efficiency,Buildings,GREENING THE BUILT ENVIRONMENT,0,Set up 10 green buildings by 2030.,0,0,0,0,Vanuatu,1
3480,MITIGATION,Renewable energy,Undefined,UNDEFINED,0,"Transition to 100% renewable energy capacity in electricity generation using renewable energy and coconut oil based electricity generation.
 
 Ensure 65% of energy needs for rural tourist bungalows comes from renewable energy.",0,0,0,0,Vanuatu,1
3481,MITIGATION,Renewable energy,Renewable energy infrastructure,OFF-GRID SYSTEMS,0,Ensure 100% electricity access to off-grid households and off-grid public buildings by 2030.,0,0,0,0,Vanuatu,1
3482,MITIGATION,Renewable energy,Bioenergy,UNDEFINED,0,Install 1000 biogas plants for household and commercial use by 2030.,0,0,0,0,Vanuatu,1
3483,MITIGATION,Renewable energy,Bioenergy,BIODIESEL,0,Ensure a 20% blend of biodiesel in diesel by 2030.,0,"#4 in Energy sector
 
 #5 in Energy sector","Biodiesel/Internal combustion engine
 
 Blending fossil fuels with biodiesel","Vanuatu Oil Production Company in Santo, Vanuatu
 
 Tamanu oil can be blended with fossil.",Vanuatu,1
3484,MITIGATION,Renewable energy,Solar,SOLAR WATER PUMPS,0,0,0,#4 in Water sector,Solar groundwater extraction: solar powered pumping system to nicrease utilization of groundwater which is a stable supply of water.,0,Vanuatu,1
3485,MITIGATION,Renewable energy,Bioenergy,BIODIGESTER,0,0,0,"#1 in Waste sector
 #2 in Waste sector
 #3 in Waste sector","Manure based biogas digester
 Compact biogas digestor for urban households.
 Anaerobic digesters (biogas plants)",0,Vanuatu,1
3486,MITIGATION,Waste Management,Solid waste,LANDFILL COMPOSTING,0,perform composting for municipal organic waste to produce soil enhancer.,0,#4 in Waste sector,Mechanical biological treatment entails sorting through waste and performing biological treatment methods such as composting where possible.,0,Vanuatu,1
3487,MITIGATION,Waste Management,Solid waste,MUNICIPAL SOLID WASTE,0,MSW to power plants,0,0,0,(a) Waste to Energy Plant for Port Villa; (b) Waste to Energy Plant for Luganville; and (c) Waste to Energy Plant for Lenakel.,Vanuatu,1
3488,MITIGATION,Waste Management,Recycling,PRODUCT COMPONENT AND MATERIALS RECYCLING,0,Develop and implement a national plastics strategy by 2030.,0,0,0,0,Vanuatu,1
3489,MITIGATION,Waste Management,Wastewater,INTEGRATED WASTEWATER MANAGEMENT,0,Centralize wastewater collection in municipal areas along with awareness and capacity building.,0,0,0,0,Vanuatu,1
3490,MITIGATION,Waste Management,Resource efficiency,WASTE PREVENTION,0,"Implement the 'Collect, Sort, and Export' of recyclable materials from Port Villa",Phase 1,0,0,0,Vanuatu,1
3491,ADAPTATION,Human Health,Public health services,UNDEFINED,0,"Improve public and private toilets, including bio-toilets.",0,0,0,0,Vanuatu,1
3492,ADAPTATION,Infrastructure and Urban planning,Grid resiliency,UNDEFINED,0,100% electricity access to public institutions on grid.,0,0,0,0,Vanuatu,1
3493,ADAPTATION,Coss-sectoral Enablers and Approaches,Capacity Building and Training,CAPACITY BUILDING AND TRAINING,0,Training and capacity building for livestock farming and pasture management.,0,0,0,0,Vanuatu,1
3494,ADAPTATION,Coss-sectoral Enablers and Approaches,Community based,COMMUNITY BASED,0,0,0,#8 in Water sector,"Post construction support for water supplies: enabling communities to operate and maintain their community run water systems,",0,Vanuatu,1
3495,ADAPTATION,Early Warning and Environmental Assesment,Hazard mapping,FLOOD HAZARD MAPPING,0,0,0,#3 in Water sector,The exercise of identifying coastal and other flat regions that are at a risk of flooding under extreme situations. Prioritized for TAP.,0,Vanuatu,1
3496,ADAPTATION,Early Warning and Environmental Assesment,Early warning systems & forecasting,FLOOD FORECASTING SYSTEMS,0,0,0,#6 in Water sector,Flood warning systems are meant to detect and forecast threatening flooding events so the public can be alerted in advance and can take actions accordingly.,0,Vanuatu,1
3497,ADAPTATION,Agriculture and Forestry,"Agro-forestry, Silviculture & Mixed farming",GENERAL AGRO-FORESTRY - SILVICULTURE AND MIXED FARMING SOLUTIONS,0,0,0,"#2, #5 in Agriculture sector","Agro-forestry is the practice of growing crops along with trees or livestock to potentially improve the resilience of agricultural products. Prioritzed for TAP.
 
 Mixed farming means farmer will grow various crops together or maintain crops and livestock together to increase resilience and increase their income.",0,Vanuatu,1
3498,ADAPTATION,Agriculture and Forestry,"Seed, grain & food storage",EX SITU CONSERVATION AND SEED BANKS,0,0,0,#6 in Agriculture sector,Seed storage to provide food security and ensure seeds are available when needed.,0,Vanuatu,1
3499,ADAPTATION,Agriculture and Forestry,Increasing crop resilience and productivity,TERRACING,0,0,0,#11 in Agriculture sector,Slow forming terraces to increase water infiltration in the soil and increase crop resilience.,0,Vanuatu,1
3500,ADAPTATION,Agriculture and Forestry,Increasing crop resilience and productivity,INTEGRATED NUTRIENT MANAGEMENT,0,0,0,#8 in Agriculture sector,Ensure optimal nutrients are being used with respect to the crops being grown/ or in rotation.,0,Vanuatu,1
3501,ADAPTATION,Agriculture and Forestry,Increasing crop resilience and productivity,PEST AND INSECT CONTROL,0,0,0,#4 in Agriculture sector,Ecological pest management: increase the ability of natural systems to regulate pests and improve crop health.,0,Vanuatu,1
3502,ADAPTATION,Agriculture and Forestry,Increasing crop resilience and productivity,CROP DIVERSIFICATION AND NEW VARIETIES,0,0,0,#1 in Agriculture sector,"Making new types of crops which are resistant to climate change impacts, pests, and are resilient. Priortized for TAP.",0,Vanuatu,1
3503,ADAPTATION,Agriculture and Forestry,Land management training,COMMUNITY-BASED AGRICULTURAL EXTENSION,0,0,0,#9 in Agriculture sector,"Providing rural people the information and knowledge to improve productivity and sustainability of their fields, and improving their quality of life (capacity building).",0,Vanuatu,1
3504,ADAPTATION,Agriculture and Forestry,Land management training,FARMER FIELD SCHOOLS,0,0,0,#3 in Agriculture sector,Reinforce the processes that impact production of crops and animals by conducting on-field excercises and analysis. Prioritzed for TAP.,0,Vanuatu,1
3505,ADAPTATION,Water,Water efficiency and demand management,LEAKAGE MANAGEMENT IN PIPED SYSTEMS,0,0,0,#9 in Water sector,Technologies for fast detection and repairs of leaks in pipes.,0,Vanuatu,1
3506,ADAPTATION,Water,Water efficiency and demand management,WATER ACCOUNTING,0,0,0,#5 in Water sector,Using narrow screened tubes or casings driven into a water-bearing zone of the subsurface to get water supply during droughts.,0,Vanuatu,1
3507,ADAPTATION,Water,Water efficiency and demand management,DRIP IRRIGATION,0,0,0,#7 in Agriculture sector,"Using pipes, valves and small drippers to provide a specific and calculated quantity of water to crop soil.",0,Vanuatu,1
3508,ADAPTATION,Water,Water efficiency and demand management,SPRINKLER IRRIGATION,0,0,0,#10 in Agriclture sector,Using mechanical/hydraulic devices to apply water to the soil surface in this form of pressurized irrigation.,0,Vanuatu,1
3509,ADAPTATION,Water,Water augmentation (increasing capture and storage of surface runoff),RAINWATER HARVESTING,0,0,0,#1 in Water sector,Rooftop rainwater harvesting system. Prioritized for TAP.,0,Vanuatu,1
3510,ADAPTATION,Water,Water treatment,POINT OF USE WATER TREATMENT,0,0,0,#7 in Water sector,Treatment of water at household level and safe water storage by treatment at home.,0,Vanuatu,1
3511,ADAPTATION,Water,Alternative water sources,SEAWATER DESALINATION *,0,0,0,#10 in Water sector,"Removal of sodium chloride and other dissolved contaminants from seawater, brackish waters, waste water, and contaminated freshwater to diversify fresh water supply during water shortages and water quality degradation.",0,Vanuatu,1
3512,ADAPTATION,Water,Integrated planning,WATER SAFETY PLANS,0,0,0,#2 in Water sector,Management and operation of water supply system based on various threats to the system. Prioritized for TAP.,0,Vanuatu,1
3513,MITIGATION,Waste Management,Recycling,ADVANCED PAPER RECYCLING,0,0,Create and repower companies of recycling,0,0,0,Venezuela ,1
3515,MITIGATION,Energy efficiency,Appliances and equipment,EFFICIENT APPLIANCES,0,0,0,0,0,0,Venezuela ,1
3517,MITIGATION,Energy efficiency,Appliances and equipment,LIGHTING,0,0,0,0,0,0,Venezuela ,1
3518,MITIGATION,Renewable energy,Wind,ON-SHORE WIND,0,0,"Promote energy efficient cities, by using of energy-saving technologies, as well as based on the use ofclean energy (wind, solar, gas, among others)",0,0,0,Venezuela ,1
3519,MITIGATION,Renewable energy,Solar,SOLAR PV,0,0,0,0,0,0,Venezuela ,1
3520,MITIGATION,Renewable energy,Renewable energy infrastructure,GRID INTEGRATION FOR RENEWABLES *,0,0,"Develop wind energy generation projects, to increase their participation in the energy matrix",0,0,0,Venezuela ,1
3521,MITIGATION,Renewable energy,Solar,BUILDING-INTEGRATED PV,0,0,"Increase solar energy generation by installing factories of solar panels, which primarily meet the energy demand of theisolated populations",0,0,0,Venezuela ,1
3522,MITIGATION,Renewable energy,Ocean energy,WAVE ENERGY,0,0,carry out research and development energy sources marine specifically the motive wave and the tidal wave,0,0,0,Venezuela ,1
3523,MITIGATION,Industry,Mining & production,NON-FERROUS METALS,0,0,"Establish ferrous and non-ferrous scrap as an input of national interest for the production process, in order to attend the cost structure of the products and the care of the environment as well as energy efficiency.",0,0,0,Venezuela ,1
3524,MITIGATION,Energy efficiency,Appliances and equipment,WATER PURIFICATION,0,0,"Maintain independence in the management of the obtaining, purifying, managing and supplying drinking water",0,0,0,Venezuela ,1
3525,MITIGATION,Transport,Land transport,TRANSIT-ORIENTED DEVELOPMENT,0,0,Develop efficient public transport systems in use resources and low environmental impact,0,0,0,Venezuela ,1
3526,MITIGATION,Transport,Land transport,BUS RAPID TRANSIT,0,0,0,0,0,0,Venezuela ,1
3527,MITIGATION,Transport,Land transport,MORE EFFICIENT TRAIN SYSTEM,0,0,0,0,0,0,Venezuela ,1
3528,MITIGATION,Energy efficiency,Buildings,GREENING THE BUILT ENVIRONMENT,0,0,"Increase the density of green areas per inhabitant, through the construction of parks and natural socialization space",0,0,0,Venezuela ,1
3529,MITIGATION,Industry,Manufacturing industry,ECO-DESIGN *,0,0,Promote non-polluting construction systems and systems of eco-efficient homes,0,0,0,Venezuela ,1
3530,MITIGATION,Forestry,Forest management for mitigation,REFORESTATION,0,0,0,0,0,0,Venezuela ,1
3531,MITIGATION,Forestry,Forest management for mitigation,AFFORESTATION,0,0,0,0,0,0,Venezuela ,1
3532,ADAPTATION,Coss-sectoral Enablers and Approaches,Economics and financial decisionmaking,CLIMATE INSURANCE *,0,0,"Calculate the costs derived from loss and damage resulting from extreme weather situations, including insurance and reinsurance for specific sensitive sectors (such as agriculture),which should be added to the ecological debt of the countries industrialized",0,0,0,Venezuela ,1
3533,ADAPTATION,Water,Water augmentation (increasing capture and storage of surface runoff),WATERSHED CONSERVATION,0,0,"Protect the country's watersheds and all resources natural resources present in them, promoting their integral management, making special emphasis on those located south of the Orinoco",0,0,0,Venezuela ,1
3534,ADAPTATION,Agriculture and Forestry,"Agro-forestry, Silviculture & Mixed farming",GENERAL AGRO-FORESTRY - SILVICULTURE AND MIXED FARMING SOLUTIONS,0,0,"The promotion of agroecological systems based on sustainability and respect for thenatural ecosystem processes, urban agricultural systems and peri-urban measures and the prevention of climatic risks, constitute measuresvery effective adaptation to Climate Change",0,0,0,Venezuela ,1
3535,ADAPTATION,Agriculture and Forestry,Forest management for adaptation,FOREST INVENTORY,0,0,0,0,0,0,Venezuela ,1
3536,ADAPTATION,Early Warning and Environmental Assesment,Early warning systems & forecasting,CLIMATE SCENARIO DEVELOPMENT,0,0,"Focus on mitigation and adaptation on a wide range of issues including complementary energies, agricultural production sustainable, education, housing, emissions inventory, information basic, predictive models and conservation and sustainable use of biological Diversity",0,0,0,Venezuela ,1
3537,ADAPTATION,Early Warning and Environmental Assesment,Hazard mapping,SEASONAL TO INTERANNUAL WEATHER FORECAST,0,0,Increase in national capacities for monitoring hydrometeorological and climate prediction in the country,0,0,0,Venezuela ,1
3538,ADAPTATION,Early Warning and Environmental Assesment,Monitoring systems,CLIMATE CHANGE MONITORING,0,0,0,0,0,0,Venezuela ,1
3539,ADAPTATION,Early Warning and Environmental Assesment,Hazard mapping,VULNERABILITY ASSESSMENT TOOLS,0,0,"the construction of vulnerability indicators in the environmental sphere,social, physical, institutional and economic, adapted to reality national and generators of information related to the conditions of fragility, exposure and capacities in these areas.",0,0,0,Venezuela ,1
3540,ADAPTATION,Coastal Zones,Integrated coastal zone management,COASTAL MONITORING,0,0,0,0,0,0,Venezuela ,1
3541,MITIGATION,Energy Efficiency,Energy distribution,CONNECTION OF ISOLATED GRID,0,0,better access to electrical energy,0,0,0,Zambia,1
3543,MITIGATION,Energy Efficiency,Appliances and equipment,EFFICIENT APPLIANCES,0,0,increased energy efficiency of processes and improvements in technology,0,0,0,Zambia,1
